id	Domain	ChapterLevel	uniqTrait	no_rep_phenos	no_rep_disease	no_rep_disease_disorder	indep_phenos	indep_disease	indep_disease_disorder
3786	Neurological	Diseases of the Nervous System	Insomnia	0	0	0	1	1	1
3787	Neurological	Diseases of the Nervous System	Insomnia	0	0	0	0	0	0
3788	Neurological	Diseases of the Nervous System	Insomnia	0	0	0	0	0	0
3789	Psychiatric	Mental Functions	Chronotype	0	0	0	1	0	0
3790	Psychiatric	Mental Functions	Narcolepsy	0	0	0	0	0	0
3791	Psychiatric	Mental Functions	Ease of getting up in the morning	1	0	0	0	0	0
3792	Psychiatric	Mental Functions	Nap	0	0	0	1	0	0
3793	Psychiatric	Mental Functions	Sleep duration	0	0	0	1	0	0
3794	Psychiatric	Mental Functions	Snoring	0	0	0	1	0	0
3795	Psychiatric	Mental Functions	Neuroticism	0	0	0	1	0	0
3796	Psychiatric	Mental Functions	Depressive symptoms	0	0	0	0	0	0
3797	Psychiatric	Mental Functions	Depressive affect	1	0	0	0	0	0
3798	Psychiatric	Mental Functions	Worry	1	0	0	0	0	0
3799	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Red blood cell count	0	0	0	0	0	0
3800	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Total blood hemoglobin	1	0	0	0	0	0
3801	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Hematocrit	0	0	0	0	0	0
3802	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Mean erythrocyte cell volume	1	0	0	0	0	0
3803	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Mean corpuscular hemoglobin	0	0	0	0	0	0
3804	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Mean corpuscular hemoglobin concentration	0	0	0	0	0	0
3805	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Platelet count	0	0	0	0	0	0
3806	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	White blood cell count	0	0	0	0	0	0
3807	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Neutrophil count	0	0	0	0	0	0
3808	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Lymphocyte count	0	0	0	0	0	0
3809	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Monocyte count	0	0	0	0	0	0
3810	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Eosinphil count	1	0	0	0	0	0
3811	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Basophil count	0	0	0	0	0	0
3812	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD3+ T cell level	1	0	0	0	0	0
3813	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4+ T cell level	1	0	0	0	0	0
3814	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD8+ T cell level	1	0	0	0	0	0
3815	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD4:CD8 lymphocyte ratio	1	0	0	0	0	0
3816	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD19+ B cell level	1	0	0	0	0	0
3817	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	CD56+ NK cell level	1	0	0	0	0	0
3818	Respiratory	Disease of the Respiratory System	Asthma, hay fever or eczema	1	1	1	0	0	0
3819	Neurological	Diseases of the Nervous System	Multiple Sclerosis	1	1	1	0	0	0
3820	Endocrine	Endocrine, Nutritional and Metabolic Diseases	Type 1 Diabetes	1	1	1	0	0	0
3821	Gastrointestinal	Diseases of the Digestive System	Celiac disease	0	0	0	0	0	0
3822	Gastrointestinal	Diseases of the Digestive System	Primary biliary cirrhosis	1	1	1	0	0	0
3823	Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Systemic Lupus Erythematosus	0	0	0	0	0	0
3824	Gastrointestinal	Diseases of the Digestive System	Celiac disease	1	1	1	0	0	0
3825	Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Osteoarthritis of hip	0	0	0	0	0	0
3826	Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Osteoarthritis of knee	0	0	0	0	0	0
3827	Skeletal	Diseases of the Musculoskeletal System and Connective Tissue	Osteoarthritis of hip or knee	0	0	0	0	0	0
3829	Neurological	Diseases of the Nervous System	Posterior cortical atrophy	1	1	1	0	0	0
3830	Neurological	Diseases of the Nervous System	Amyotrophic lateral sclerosis	0	0	0	0	0	0
3831	Neurological	Diseases of the Nervous System	Amyotrophic lateral sclerosis	1	1	1	0	0	0
3832	Dermatological	Diseases of the Skin and Subcutaneous Tissue	Vitiligo	1	1	1	0	0	0
3833	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Basophil count	0	0	0	0	0	0
3834	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Basophil percentage of white cells	0	0	0	0	0	0
3835	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Basophil percentage of granulocytes	0	0	0	0	0	0
3836	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Sum basophil neutrophil count	0	0	0	0	0	0
3837	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Sum eosinophil basophil count	0	0	0	0	0	0
3838	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Eosinophil count	0	0	0	0	0	0
3839	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Eosinophil percentage of white cells	0	0	0	0	0	0
3840	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Eosinophil percentage of granulocytes	0	0	0	0	0	0
3841	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Granulocyte count	0	0	0	0	0	0
3842	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Granulocyte percentage of myeloid white cells	0	0	0	0	0	0
3843	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Hematocrit	1	0	0	0	0	0
3844	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Hemoglobin concentration	0	0	0	0	0	0
3845	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	High light scatter percentage of red cells	0	0	0	0	0	0
3846	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	High light scatter reticulocyte count	0	0	0	0	0	0
3847	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Immature fraction of reticulocytes	0	0	0	0	0	0
3848	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Lymphocyte count	0	0	0	0	0	0
3849	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Lymphocyte percentage of white cells	0	0	0	0	0	0
3850	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Mean corpuscular hemoglobin concentration	0	0	0	0	0	0
3851	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Mean corpuscular hemoglobin	0	0	0	0	0	0
3852	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Mean corpuscular volume	0	0	0	0	0	0
3853	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Monocyte count	0	0	0	0	0	0
3854	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Monocyte percentage of white cells	0	0	0	0	0	0
3855	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Mean platelet volume	0	0	0	0	0	0
3856	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Myeloid white cell count	0	0	0	0	0	0
3857	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Sum neutrophil eosinophil count	0	0	0	0	0	0
3858	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Neutrophil percentage of granulocytes	0	0	0	0	0	0
3859	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Neutrophil count	0	0	0	0	0	0
3860	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Neutrophil percentage of white cells	0	0	0	0	0	0
3861	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Plateletcrit	0	0	0	0	0	0
3862	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Platelet distribution width	1	0	0	0	0	0
3863	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Platelet count	0	0	0	0	0	0
3864	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Red blood cell count	0	0	0	0	0	0
3865	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Red cell distribution width	0	0	0	0	0	0
3866	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Reticulocyte count	0	0	0	0	0	0
3867	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Reticulocyte fraction of red cells	0	0	0	0	0	0
3868	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	White blood cell count	0	0	0	0	0	0
3869	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Basophil count	1	0	0	1	0	0
3870	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Basophil percentage of white cells	1	0	0	0	0	0
3871	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Basophil percentage of granulocytes	1	0	0	0	0	0
3872	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Sum basophil neutrophil count	1	0	0	0	0	0
3873	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Sum eosinophil basophil count	1	0	0	1	0	0
3874	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Eosinophil count	1	0	0	0	0	0
3875	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Eosinophil percentage of white cells	1	0	0	0	0	0
3876	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Eosinophil percentage of granulocytes	1	0	0	0	0	0
3877	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Granulocyte count	1	0	0	1	0	0
3878	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Granulocyte percentage of myeloid white cells	1	0	0	1	0	0
3879	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Hematocrit	0	0	0	0	0	0
3880	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Hemoglobin concentration	1	0	0	1	0	0
3881	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	High light scatter percentage of red cells	1	0	0	1	0	0
3882	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	High light scatter reticulocyte count	1	0	0	0	0	0
3883	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Immature fraction of reticulocytes	1	0	0	0	0	0
3884	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Lymphocyte count	1	0	0	1	0	0
3885	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Lymphocyte percentage of white cells	1	0	0	0	0	0
3886	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Mean corpuscular hemoglobin concentration	1	0	0	1	0	0
3887	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Mean corpuscular hemoglobin	1	0	0	0	0	0
3888	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Mean corpuscular volume	1	0	0	1	0	0
3889	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Monocyte count	1	0	0	1	0	0
3890	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Monocyte percentage of white cells	1	0	0	0	0	0
3891	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Mean platelet volume	1	0	0	1	0	0
3892	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Myeloid white cell count	1	0	0	0	0	0
3893	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Sum neutrophil eosinophil count	1	0	0	0	0	0
3894	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Neutrophil percentage of granulocytes	1	0	0	0	0	0
3895	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Neutrophil count	1	0	0	0	0	0
3896	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Neutrophil percentage of white cells	1	0	0	0	0	0
3897	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Plateletcrit	1	0	0	0	0	0
3898	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Platelet distribution width	0	0	0	1	0	0
3899	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Platelet count	1	0	0	1	0	0
3900	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Red blood cell count	1	0	0	0	0	0
3901	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Red cell distribution width	1	0	0	1	0	0
3902	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Reticulocyte count	1	0	0	0	0	0
3903	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Reticulocyte fraction of red cells	1	0	0	0	0	0
3904	Immunological	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	White blood cell count	1	0	0	0	0	0
3906	Ophthalmological	The Eye, Ear and Related Structures	Intraocular pressure	1	0	0	0	0	0
3909	Ophthalmological	The Eye, Ear and Related Structures	Vertical cup-disc ratio	1	0	0	0	0	0
3912	Ophthalmological	The Eye, Ear and Related Structures	Cup area	1	0	0	0	0	0
3915	Ophthalmological	The Eye, Ear and Related Structures	Disc area	1	0	0	0	0	0
3922	Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart rate variability	0	0	0	0	0	0
3923	Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart rate variability	1	0	0	0	0	0
3924	Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	Heart rate variability	0	0	0	0	0	0
3925	Cardiovascular	Diseases of the Circulatory System	Coronary artery disease	0	0	0	0	0	0
3926	Skeletal	Structures Related to Movement	Total-body less head bone mineral density	1	0	0	0	0	0
3927	Skeletal	Structures Related to Movement	Total-body lean mass	1	0	0	0	0	0
3928	Skeletal	Structures Related to Movement	Total-body less head bone mineral density and total body lean mass	1	0	0	0	0	0
3929	Cardiovascular	Functions of the Cardiovascular, Haematological, Immunological and Respiratory Systems	QT interval	0	0	0	0	0	0
